TimeStamp,PreviousTimeStamp,DoorRotation,PreviousDoorRotation,topAngle,XPosition,YPosition,ZPosition,Inside/Outside,AngleOfParticipant,DeltaTheta,Radius,ClosestAngleToDoor,TTC
3.345636,3.317534,267.7062,268.9708,1.26455688476563,0.1145821,1.379521,1.861158,0,273.523,354.1833,1.86468135065088,114.1833,5.94911611488974
3.373632,3.345636,266.4464,267.7062,1.25982666015625,0.1144892,1.379076,1.860692,0,273.521,352.9254,1.86421132541804,112.9254,5.92096300567746
3.401498,3.373632,265.1924,266.4464,1.25396728515625,0.1138179,1.379041,1.859743,0,273.5022,351.6902,1.86322214474692,111.6902,5.89310379266217
3.429711,3.401498,263.9229,265.1924,1.26959228515625,0.1125352,1.378783,1.859033,0,273.4641,350.4587,1.86243599512265,110.4587,5.86497318331459
3.457563,3.429711,262.6695,263.9229,1.25332641601563,0.1103933,1.378834,1.858896,0,273.3986,349.2709,1.86217132184839,109.2709,5.83712609763583
3.485645,3.457563,261.4058,262.6695,1.26370239257813,0.1074068,1.378471,1.859315,0,273.3061,348.0997,1.86241474661548,108.0997,5.80903801085128
3.513662,3.485645,260.1451,261.4058,1.2607421875,0.103924,1.37891,1.860494,0,273.1971,346.948,1.86339438018004,106.948,5.78111548769114
3.541361,3.513662,258.8986,260.1451,1.2464599609375,0.09956293,1.379578,1.861888,0,273.0609,345.8377,1.86454772768154,105.8377,5.75327846973816
3.569558,3.541361,257.6298,258.8986,1.26885986328125,0.09471551,1.380919,1.862992,0,272.9104,344.7193,1.86539831389736,104.7193,5.72513914241311
3.597311,3.569558,256.3809,257.6298,1.24887084960938,0.08890957,1.382311,1.863946,0,272.7309,343.65,1.86606532930637,103.65,5.69734331972656
3.625259,3.597311,255.1232,256.3809,1.2576904296875,0.08250757,1.383904,1.865324,0,272.5327,342.5905,1.86714777033827,102.5905,5.66934424701807
3.653104,3.625259,253.8702,255.1232,1.25299072265625,0.07565403,1.385234,1.866935,0,272.3205,341.5497,1.86846772899984,101.5497,5.64164714560866
3.680769,3.653104,252.6253,253.8702,1.24494934082031,0.06811486,1.386516,1.868602,0,272.0876,340.5376,1.86984300558142,100.5376,5.61386132492773
3.70891,3.680769,251.3589,252.6253,1.26631164550781,0.05978933,1.387474,1.870629,0,271.8307,339.5283,1.87158398325834,99.52826,5.58581118495252
3.736819,3.70891,250.103,251.3589,1.25592041015625,0.05088243,1.388407,1.872788,0,271.5563,338.5467,1.87347917191017,98.54672,5.55787986964487
3.764638,3.736819,248.8512,250.103,1.25184631347656,0.04046111,1.389518,1.874992,0,271.2362,337.615,1.87542843695255,97.61499,5.53000096800158
3.79245,3.764638,247.5997,248.8512,1.25152587890625,0.02918895,1.390168,1.877506,0,270.8907,336.709,1.8777333696509,96.70898,5.50223028168856
3.820305,3.79245,246.3462,247.5997,1.25346374511719,0.01740613,1.391105,1.880799,0,270.5302,335.8159,1.88087970491726,95.81595,5.47439312953741
3.848258,3.820305,245.0883,246.3462,1.25790405273438,0.004607143,1.39238,1.884339,0,270.1401,334.9482,1.88434427893053,94.94821,5.44635270644219
3.875889,3.848258,243.8449,245.0883,1.243408203125,-0.008521626,1.39266,1.889008,0,269.7415,334.1034,1.88902761159868,94.10336,5.41877301417375
3.903823,3.875889,242.5879,243.8449,1.25701904296875,-0.02176006,1.393985,1.894617,0,269.342,333.2459,1.89474215587877,93.24588,5.39090268451573
3.931872,3.903823,241.3257,242.5879,1.26220703125,-0.03588077,1.395721,1.900203,0,268.9182,332.4074,1.90054210110485,92.40741,5.36278216079079
3.959507,3.931872,240.0821,241.3257,1.24357604980469,-0.05052744,1.3976,1.906481,0,268.4818,331.6002,1.90715050301509,91.60022,5.33517158725226
3.987487,3.959507,238.823,240.0821,1.25907897949219,-0.06562504,1.399541,1.912835,0,268.0351,330.7879,1.91396000694755,90.7879,5.30719280884366
4.015337,3.987487,237.5697,238.823,1.25326538085938,-0.0806548,1.401418,1.919546,0,267.594,329.9757,1.9212402147329,89.97574,5.2793816262997
4.043106,4.015337,236.3202,237.5697,1.24957275390625,-0.09522534,1.403317,1.926573,0,267.1703,329.1498,1.92892449536623,89.14984,5.25153105321711
